id,rle_mask
d7398cfded,1 1008 1011 94 1112 89 1213 85 1314 81 1415 77 1516 73 1617 69 1718 65 1819 62 1920 58 2021 55 2122 52 2223 49 2324 46 2425 42 2526 39 2627 36 2728 33 2829 31 2930 28 3031 25 3132 23 3233 20 3334 18 3435 15 3536 13 3637 11 3738 9 3839 7 3940 4 4041 3 4142 1 4849 1 4950 1 5051 1 5152 1 5253 2 5354 2 5455 2 5556 2 5657 2 5758 2 5859 3 5960 3 6061 4 6162 4 6263 5 6364 5 6465 5 6566 6 6667 6 6768 6 6869 6 6970 6 7071 6 7172 6 7273 6 7374 6 7475 6 7576 6 7677 6 7778 6 7879 6 7980 6 8081 9 8182 11 8283 13 8384 15 8485 17 8586 18 8687 20 8788 21 8889 23 8990 24 9091 25 9192 26 9293 27 9394 27 9495 28 9596 29 9697 29 9798 29 9899 30 10000 30 10101 30
042c3d4e03,9495 1 9596 3 9697 5 9798 8 9899 10 10000 13 10101 15
8c976149d0,1 8 102 8 203 7 304 6 405 6 506 5 607 4 708 2 809 1
9d173ec22a,41 61 145 58 249 55 350 55 451 55 552 55 656 52 757 52 858 52 962 49 1066 46 1167 46 1274 40 1378 37 1482 34 1586 31 1687 31 1791 28 1892 28 1993 28 2094 28 2195 28 2296 28 2400 25 2504 22 2608 19 2709 19 2813 16 2917 13 3021 10 3122 10 3226 7 3330 4 3431 4 3535 1 3636 1
8c88cf3d22,
fba91bfec8,
82e88d973f,
c1c54ad4ba,
395e668f22,
4848a3a509,
d9fb5b47e2,78 24 178 25 278 26 378 27 479 27 579 28 680 28 780 29 881 29 981 30 1082 30 1182 31 1283 31 1384 31 1484 32 1585 32 1686 32 1787 32 1887 33 1988 33 2089 33 2190 33 2290 34 2391 34 2492 34 2593 34 2694 34 2794 35 2895 35 2996 35 3097 35 3198 35 3299 35 3400 35 3501 35 3602 35 3703 35 3804 35 3905 35 4006 35 4107 35 4208 35 4310 34 4411 34 4512 34 4614 33 4715 33 4817 32 4918 32 5020 31 5121 31 5223 30 5325 29 5427 28 5528 28 5630 27 5732 26 5833 26 5935 25 6037 24 6138 24 6240 23 6342 22 6444 21 6546 20 6648 19 6750 18 6852 17 6954 16 7057 14 7159 13 7261 12 7364 10 7466 9 7568 8 7671 6 7773 5 7876 3 7978 2 8080 1
4985566e7d,
a554d2d4a3,
a4e8ba21d1,2016 5 2105 17 2197 26 2286 38 2381 44 2473 53 2568 59 2663 65 2761 68 2859 71 2954 77 3052 80 3147 86 3245 89 3346 89 3447 89 3545 92 3643 95 3747 92 3845 95 3946 95 4047 95 4148 95 4249 95 4350 95 4448 98 4549 5653
401b591c07,
79fed5a697,
9736389261,
2717821409,74 28 174 29 273 31 372 33 470 36 568 39 666 42 764 45 861 49 959 52 1058 54 1156 57 1253 61 1347 68 1439 77 1531 86 1624 94 1719 2524 4244 100 4349 96 4451 95 4554 93 4657 91 4759 90 4862 88 4965 86 5067 85 5168 85 5270 84 5372 83 5473 83 5575 82 5677 81 5780 79 5882 78 5984 77 6085 77 6186 77 6285 79 6385 79 6484 78 6583 78 6683 77 6784 74 6886 72 6988 69 7090 66 7190 66 7290 67 7388 70 7485 74 7579 82 7677 85 7778 85 7879 85 7980 85 8081 85 8182 84 8283 83 8384 81 8485 79 8586 78 8687 77 8788 76 8889 75 8990 74 9091 73 9192 72 9293 71 9394 69 9495 67 9596 66 9697 66 9798 65 9899 65 10000 65 10101 65
ccd6841e90,
8e13060816,
24f27c4087,1 10 102 11 203 12 304 13 405 14 506 15 607 16 708 16 809 17 910 17 1011 17 1112 18 1213 18 1314 18 1415 18 1516 17 1617 17 1718 17 1819 16 1920 16 2021 15 2122 15 2223 15 2325 13 2428 11 2531 9 2635 6 2738 4
a9df598e16,
5a3c38104c,1408 7 1503 13 1598 19 1693 25 1788 31 1886 34 1984 37 2085 37 2186 37 2287 37 2385 40 2486 40 2584 43 2685 43 2786 43 2887 43 2988 43 3089 43 3190 43 3291 43 3392 43 3493 43 3591 46 3692 46 3793 46 3894 46 3995 46 4096 46 4197 46 4298 46 4399 46 4500 46 4601 46 4702 46 4800 49 4901 49 5002 49 5103 49 5204 49 5308 46 5412 43 5513 43 5614 43 5718 40 5819 40 5920 40 6021 40 6122 40 6226 37 6327 37 6428 37 6526 40 6624 43 6725 43 6823 46 6924 46 7025 46 7129 43 7230 43 7331 43 7435 40 7536 40 7637 40 7741 37 7842 37 7943 37 8041 40 8145 37 8246 37 8350 34 8448 37 8549 37 8647 40 8748 40 8849 40 8953 37 9054 37 9158 34 9259 34 9363 31 9464 31 9565 31 9669 28 9770 28 9871 28 9975 25 10076 25 10180 22
a0ea88f6a5,
299ba3cf34,1 52 102 53 203 55 304 55 405 55 506 55 607 57 708 57 809 58 910 59 1011 59 1112 57 1213 50 1314 48 1415 47 1516 46 1617 46 1718 45 1819 45 1920 45 2021 45 2122 45 2223 43 2324 41 2425 41 2526 39 2627 37 2728 37 2829 37 2930 35 3031 35 3132 37 3233 37 3334 37 3435 38 3536 38 3637 39 3738 39 3839 38 3940 37 4041 36 4142 36 4243 35 4344 35 4445 36 4546 37 4647 38 4748 39 4849 40 4950 41 5051 41 5152 42 5253 43 5354 43 5455 43 5556 43 5657 43 5758 43 5859 43 5960 44 6061 44 6162 44 6263 45 6364 45 6465 47 6566 47 6667 48 6768 48 6869 49 6970 49 7071 50 7172 50 7273 52 7374 55 7475 57 7576 59 7677 59 7778 59 7879 59 7980 59 8081 58 8182 57 8283 57 8384 57 8485 58 8586 59 8687 59 8788 59 8889 58 8990 58 9091 57 9192 57 9293 59 9394 61 9495 67 9596 73 9697 75 9798 75 9899 75 10000 75 10101 75
82c340f4e5,1 45 70 77 170 77 270 77 370 78 469 79 569 79 669 80 769 80 868 81 968 81 1068 81 1168 82 1268 82 1367 83 1467 84 1567 84 1667 84 1767 85 1867 85 1967 86 2067 87 2167 87 2267 88 2367 89 2467 90 2567 90 2667 91 2767 93 2868 93 2969 93 3070 93 3170 94 3271 63 3335 31 3372 63 3436 31 3473 63 3537 31 3574 63 3638 31 3675 63 3739 31 3776 63 3840 31 3877 63 3941 31 3978 63 4042 30 4080 62 4143 30 4181 62 4244 29 4283 61 4346 27 4384 61 4447 26 4486 60 4548 25 4588 59 4650 23 4690 58 4751 21 4791 58 4854 18 4893 57 4957 14 4995 56 5061 9 5096 56 5166 3 5198 55 5299 55 5400 55 5502 54 5603 54 5703 55 5804 55 5905 55 6005 56 6106 56 6206 57 6307 57 6407 58 6508 58 6608 59 6708 60 6808 61 6909 61 7009 62 7108 64 7206 67 7306 68 7386 3 7405 70 7484 7 7506 70 7583 9 7607 70 7683 10 7708 70 7782 12 7809 70 7882 13 7910 70 7981 15 8012 85 8114 84 8216 82 8318 81 8420 80 8522 79 8623 80 8724 81 8825 83 8925 86 9025 91 9125 95 9224 978
4be85a3110,10100 1 10200 2
